// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B412BB
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.0.2
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	AccHR_X	AccHR_Y	AccHR_Z	Gyr_X	Gyr_Y	Gyr_Z	GyrHR_X	GyrHR_Y	GyrHR_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
40737		8.477375	0.345611	4.235872	0.117950	-0.541934	-0.345887				-0.055481	0.057329	-0.220820				-0.404053	0.000000	-0.799072	0.084790	0.003374	0.042333	0.999999	-0.000277	0.000287	-0.001104	11.279800	-61.849012	-17.284524	0.450491	-0.140179	0.881707	0.126704	0.987639	0.092284	-0.883744	0.070143	0.462683
40738		8.512378	0.484840	4.319909	0.078015	-0.421288	-0.264197				0.001047	0.011268	-0.231255				-0.399414	-0.004395	-0.801270	0.085132	0.004750	0.043194	0.999999	0.000005	0.000056	-0.001156	11.515857	-61.820180	-17.558515	0.450238	-0.142465	0.881470	0.127830	0.987305	0.094278	-0.883711	0.070231	0.462734
40739		8.709718	0.606619	4.378571	0.127139	-0.345225	-0.052376				0.013564	-0.030468	-0.242313				-0.399414	-0.006592	-0.803467	0.087098	0.005958	0.043799	0.999999	0.000068	-0.000152	-0.001212	11.781074	-61.811925	-17.859020	0.449606	-0.144864	0.881402	0.128929	0.986953	0.096445	-0.883873	0.070276	0.462417
40740		8.929630	0.611294	4.404047	0.198209	-0.391308	0.153012				0.007553	-0.034622	-0.238256				-0.403809	-0.006592	-0.798828	0.089296	0.006005	0.044056	0.999999	0.000038	-0.000173	-0.001191	12.037561	-61.806838	-18.152027	0.448933	-0.147185	0.881360	0.130026	0.986603	0.098530	-0.884054	0.070367	0.462057
40741		9.185847	0.571839	4.377046	0.324922	-0.491078	0.361718				0.031075	-0.050697	-0.233843				-0.408203	-0.006592	-0.789551	0.091854	0.005604	0.043795	0.999999	0.000155	-0.000253	-0.001169	12.308183	-61.809682	-18.447238	0.448128	-0.149483	0.881383	0.130928	0.986264	0.100702	-0.884330	0.070271	0.461544
40742		9.453631	0.640380	4.448868	0.382505	-0.479915	0.637048				0.052481	-0.042139	-0.214653				-0.406006	-0.008789	-0.801025	0.094534	0.006291	0.044510	0.999999	0.000262	-0.000211	-0.001073	12.567413	-61.810437	-18.714149	0.447415	-0.151565	0.881390	0.131519	0.985970	0.102787	-0.884603	0.069931	0.461072
40743		9.736783	0.702068	4.539362	0.431610	-0.476476	0.933954				0.027556	-0.010369	-0.198703				-0.406006	-0.006592	-0.801270	0.097372	0.006918	0.045400	0.999999	0.000138	-0.000052	-0.000994	12.789780	-61.793996	-18.956828	0.447009	-0.153541	0.881254	0.132289	0.985673	0.104631	-0.884694	0.069809	0.460916
40744		9.865288	0.717789	4.554530	0.477339	-0.498287	1.055003				0.016193	0.052220	-0.168703				-0.401367	-0.008789	-0.798828	0.098671	0.007091	0.045520	1.000000	0.000081	0.000261	-0.000844	12.957588	-61.746953	-19.143674	0.447189	-0.155235	0.880866	0.132994	0.985417	0.106143	-0.884497	0.069684	0.461313
40745		9.819396	0.679479	4.722821	0.311160	-0.534222	1.087084				0.021887	0.143253	-0.140640				-0.401367	-0.008789	-0.803467	0.098233	0.006721	0.047159	0.999999	0.000109	0.000716	-0.000703	13.078486	-61.651641	-19.274934	0.448215	-0.156742	0.880077	0.133553	0.985200	0.107447	-0.883893	0.069378	0.462515
40746		9.808737	0.728029	4.893788	0.178215	-0.488193	1.160934				0.016190	0.199338	-0.116444				-0.396973	-0.006592	-0.801270	0.098140	0.007219	0.048841	0.999999	0.000081	0.000997	-0.000582	13.155414	-61.528925	-19.358775	0.449762	-0.158023	0.879058	0.134027	0.985020	0.108497	-0.883035	0.069020	0.464204
40747		9.581944	0.626419	5.079417	-0.080549	-0.551920	1.036062				-0.028195	0.212100	-0.091345				-0.399414	-0.006592	-0.796631	0.095876	0.006228	0.050692	0.999999	-0.000141	0.001060	-0.000457	13.178829	-61.401530	-19.411934	0.451458	-0.159089	0.877996	0.134808	0.984844	0.109132	-0.882050	0.069093	0.466062
40748		9.433937	0.663464	5.030287	-0.080625	-0.504458	0.886945				-0.002130	0.155322	-0.074712				-0.399170	-0.010986	-0.793945	0.094381	0.006600	0.050230	1.000000	-0.000011	0.000777	-0.000374	13.212156	-61.308770	-19.458243	0.452669	-0.159927	0.877220	0.135259	0.984716	0.109728	-0.881360	0.068981	0.467381
40749		9.282983	0.729432	4.992049	-0.093533	-0.425683	0.743658				0.006538	0.109185	-0.056908				-0.396973	-0.010986	-0.803223	0.092859	0.007266	0.049870	1.000000	0.000033	0.000546	-0.000285	13.244304	-61.243291	-19.498693	0.453500	-0.160581	0.876670	0.135578	0.984617	0.110220	-0.880884	0.068872	0.468295
40750		9.210956	0.889828	4.878347	0.007632	-0.270205	0.644782				0.005781	0.141533	-0.045156				-0.396729	-0.015381	-0.798584	0.092146	0.008876	0.048719	1.000000	0.000029	0.000708	-0.000226	13.255057	-61.162082	-19.514137	0.454628	-0.161118	0.875988	0.135825	0.984541	0.110592	-0.880264	0.068703	0.469484
40751		8.995897	0.983467	4.913163	-0.090334	-0.147282	0.483071				0.002854	0.222125	-0.042737				-0.390381	-0.006348	-0.803467	0.090016	0.009815	0.049032	0.999999	0.000014	0.001111	-0.000214	13.243525	-61.035484	-19.507112	0.456471	-0.161709	0.874920	0.136112	0.984462	0.110941	-0.879265	0.068446	0.471389
40752		8.731327	1.100671	5.075173	-0.311906	0.015951	0.341489				-0.032009	0.299700	-0.039304				-0.388184	-0.004150	-0.805908	0.087391	0.010998	0.050619	0.999999	-0.000160	0.001498	-0.000197	13.189391	-60.866822	-19.473138	0.458993	-0.162296	0.873490	0.136667	0.984369	0.111083	-0.877865	0.068391	0.473999
40753		8.463047	1.082436	5.227213	-0.541084	0.047330	0.178484				-0.055355	0.301842	-0.030558				-0.390137	-0.013184	-0.805664	0.084711	0.010826	0.052141	0.999999	-0.000277	0.001509	-0.000153	13.114216	-60.697314	-19.431436	0.461546	-0.162821	0.872046	0.137411	0.984270	0.111047	-0.876409	0.068576	0.476659
40754		8.272451	1.240439	5.297756	-0.643835	0.235249	0.064987				-0.043138	0.212920	-0.039127				-0.387939	-0.008545	-0.803467	0.082783	0.012400	0.052887	0.999999	-0.000216	0.001065	-0.000196	13.074571	-60.577069	-19.421299	0.463300	-0.163347	0.871017	0.138063	0.984169	0.111131	-0.875381	0.068768	0.478517
40755		8.152657	1.290145	5.363340	-0.733387	0.306071	-0.001257				-0.069110	0.118053	-0.038856				-0.385742	-0.008545	-0.808105	0.081561	0.012904	0.053581	1.000000	-0.000346	0.000590	-0.000194	13.042694	-60.508984	-19.438247	0.464227	-0.163829	0.870433	0.138965	0.984046	0.111098	-0.874747	0.069385	0.479587
40756		8.085958	1.360955	5.178978	-0.584632	0.374551	-0.139289				-0.108966	0.039692	-0.043283				-0.385498	-0.015381	-0.800781	0.080873	0.013620	0.051766	1.000000	-0.000545	0.000198	-0.000216	13.009272	-60.484894	-19.478584	0.464457	-0.164277	0.870226	0.140212	0.983891	0.110900	-0.874426	0.070508	0.480008
40757		8.083182	1.354554	5.043734	-0.465497	0.360898	-0.207222				-0.113350	-0.008351	-0.055624				-0.385986	-0.004150	-0.805908	0.080833	0.013552	0.050433	1.000000	-0.000567	-0.000042	-0.000278	12.997477	-60.485148	-19.547844	0.464254	-0.164837	0.870228	0.141581	0.983706	0.110801	-0.874313	0.071768	0.480027
40758		8.088307	1.453533	4.937840	-0.355600	0.451161	-0.242644				-0.122257	-0.005361	-0.067240				-0.387939	-0.010742	-0.807861	0.080887	0.014538	0.049372	1.000000	-0.000611	-0.000027	-0.000336	12.990322	-60.483134	-19.627123	0.464054	-0.165490	0.870211	0.143055	0.983499	0.110748	-0.874179	0.073095	0.480071
40759		8.080077	1.349355	4.944182	-0.376622	0.351349	-0.258210				-0.161501	0.030429	-0.084928				-0.392578	-0.004150	-0.803467	0.080814	0.013499	0.049419	1.000000	-0.000808	0.000152	-0.000425	12.971029	-60.457926	-19.719588	0.464147	-0.166368	0.869994	0.144982	0.983225	0.110672	-0.873812	0.074765	0.480481
40760		8.151295	1.210781	4.933247	-0.351163	0.203467	-0.216760				-0.166887	-0.012048	-0.092133				-0.387939	-0.008545	-0.810303	0.081516	0.012111	0.049327	1.000000	-0.000834	-0.000060	-0.000461	12.964270	-60.456463	-19.828735	0.463850	-0.167259	0.869981	0.146961	0.982937	0.110620	-0.873639	0.076542	0.480516
40761		8.256542	1.191888	4.861805	-0.245349	0.161539	-0.161681				-0.140061	-0.080539	-0.117666				-0.392578	-0.008545	-0.814941	0.082553	0.011904	0.048643	1.000000	-0.000700	-0.000403	-0.000588	13.014790	-60.488945	-19.987343	0.462922	-0.168374	0.870261	0.148852	0.982617	0.110933	-0.873812	0.078187	0.479938
40762		8.437072	1.036267	4.736590	-0.083985	-0.032318	-0.082055				-0.180752	-0.125752	-0.127124				-0.392334	-0.010986	-0.805664	0.084347	0.010352	0.047410	0.999999	-0.000904	-0.000629	-0.000636	13.060861	-60.546362	-20.166240	0.461575	-0.169518	0.870754	0.151112	0.982251	0.111122	-0.874136	0.080290	0.478999
40763		8.656516	0.703531	4.508353	0.154848	-0.415318	-0.037259				-0.172232	-0.140542	-0.128779				-0.390381	-0.001953	-0.808350	0.086538	0.007018	0.045138	0.999999	-0.000861	-0.000703	-0.000644	13.118427	-60.610737	-20.353934	0.460100	-0.170689	0.871306	0.153333	0.981877	0.111381	-0.874527	0.082354	0.477934
40764		8.831731	0.446018	4.347476	0.325156	-0.713084	0.009977				-0.141013	-0.098191	-0.120803				-0.396973	-0.008789	-0.808105	0.088299	0.004438	0.043515	0.999999	-0.000705	-0.000491	-0.000604	13.175541	-60.653431	-20.519174	0.458997	-0.171787	0.871671	0.155215	0.981544	0.111709	-0.874774	0.084022	0.477190
40765		9.222267	0.346926	4.492686	0.352757	-0.869294	0.408598				-0.056626	-0.073684	-0.103156				-0.392822	0.000244	-0.801514	0.092208	0.003434	0.044960	1.000000	-0.000283	-0.000368	-0.000516	13.259041	-60.683720	-20.660415	0.458141	-0.172755	0.871930	0.156304	0.981304	0.112299	-0.875029	0.084837	0.476578
40766		9.476679	0.596508	4.579845	0.422103	-0.666729	0.699949				0.026852	-0.089759	-0.076534				-0.388184	-0.004150	-0.808105	0.094748	0.005923	0.045842	1.000000	0.000134	-0.000449	-0.000383	13.367011	-60.727318	-20.773568	0.457179	-0.173425	0.872303	0.156512	0.981186	0.113043	-0.875495	0.084845	0.475720
40767		9.436800	0.543399	4.697098	0.285704	-0.705731	0.714968				-0.057187	-0.029147	-0.048488				-0.394775	-0.006592	-0.801270	0.094362	0.005425	0.046983	1.000000	-0.000286	-0.000146	-0.000242	13.385591	-60.739915	-20.840553	0.456796	-0.173891	0.872410	0.157352	0.981039	0.113153	-0.875544	0.085587	0.475497
40768		9.256353	0.293027	4.464614	0.368356	-0.938214	0.418773				-0.103881	0.048520	-0.001892				-0.399658	0.000244	-0.810791	0.092574	0.002953	0.044622	1.000000	-0.000519	0.000243	-0.000009	13.311928	-60.716264	-20.831329	0.457161	-0.173945	0.872208	0.158363	0.980937	0.112624	-0.875172	0.086638	0.475992
40769		9.123938	0.291067	4.453265	0.321781	-0.915404	0.297754				0.031258	0.036049	0.030860				-0.392578	-0.004150	-0.805908	0.091247	0.002918	0.044517	1.000000	0.000156	0.000180	0.000154	13.286735	-60.703089	-20.789893	0.457474	-0.173686	0.872096	0.158062	0.981004	0.112461	-0.875062	0.086397	0.476237
40770		9.025416	0.681918	4.725541	0.102726	-0.490560	0.385483				0.123971	0.033088	0.064378				-0.392578	-0.008789	-0.810303	0.090260	0.006819	0.047245	1.000000	0.000620	0.000165	0.000322	13.281448	-60.696762	-20.709373	0.457808	-0.173077	0.872042	0.156776	0.981213	0.112439	-0.875119	0.085240	0.476341
40771		8.999213	0.932659	4.949855	-0.060616	-0.217839	0.497774				0.027704	0.091350	0.092116				-0.392822	-0.001953	-0.810547	0.090010	0.009361	0.049459	1.000000	0.000139	0.000457	0.000461	13.180400	-60.660804	-20.583146	0.458700	-0.172260	0.871734	0.156223	0.981383	0.111724	-0.874751	0.084937	0.477071
40772		9.159403	1.043413	4.984272	0.005638	-0.126361	0.666355				0.045342	0.020143	0.116792				-0.392822	0.000244	-0.808350	0.091593	0.010476	0.049836	1.000000	0.000227	0.000101	0.000584	13.081152	-60.668417	-20.446494	0.459001	-0.171125	0.871799	0.155383	0.981613	0.110871	-0.874742	0.084573	0.477151
40773		8.982327	1.138066	5.084564	-0.151787	0.016846	0.570320				0.013236	-0.087487	0.143816				-0.395020	-0.001953	-0.805908	0.089793	0.011442	0.050886	1.000000	0.000066	-0.000437	0.000719	12.961605	-60.738750	-20.308612	0.458408	-0.169648	0.872400	0.154720	0.981856	0.109635	-0.875171	0.084720	0.476338
40774		9.058761	1.199513	4.966527	-0.016495	0.069759	0.587370				0.009223	-0.170289	0.151737				-0.399414	-0.004395	-0.805908	0.090536	0.012062	0.049743	0.999999	0.000046	-0.000851	0.000759	12.849641	-60.856925	-20.181279	0.457094	-0.168008	0.873406	0.154037	0.982111	0.108304	-0.875978	0.085032	0.474796
40775		9.042678	1.082958	4.730354	0.150009	-0.044196	0.448627				-0.036042	-0.150823	0.161405				-0.401855	0.000000	-0.808350	0.090382	0.010911	0.047370	0.999999	-0.000180	-0.000754	0.000807	12.697043	-60.964580	-20.038123	0.455969	-0.166303	0.874320	0.153727	0.982338	0.106678	-0.876618	0.085765	0.473481
40776		9.022611	0.916401	4.620130	0.201407	-0.195575	0.361499				-0.021295	-0.087017	0.162058				-0.399414	-0.004395	-0.805908	0.090199	0.009242	0.046240	1.000000	-0.000106	-0.000435	0.000810	12.536377	-61.037173	-19.875350	0.455398	-0.164630	0.874934	0.153269	0.982579	0.105109	-0.876996	0.086234	0.472697
40777		8.920521	0.869928	4.703400	0.069612	-0.200856	0.307057				0.009260	-0.041649	0.164650				-0.401855	-0.002197	-0.803711	0.089188	0.008771	0.047053	1.000000	0.000046	-0.000208	0.000823	12.380176	-61.083787	-19.698603	0.455233	-0.162985	0.875328	0.152549	0.982844	0.103668	-0.877207	0.086337	0.472286
40778		8.808766	0.718464	4.723114	-0.023504	-0.313554	0.203273				-0.030700	-0.021448	0.167608				-0.395264	0.002441	-0.806152	0.088077	0.007266	0.047239	1.000000	-0.000153	-0.000107	0.000838	12.192661	-61.119892	-19.511475	0.455243	-0.161313	0.875632	0.152148	0.983080	0.102005	-0.877271	0.086789	0.472084
40779		8.752373	0.566987	4.654990	-0.014556	-0.442830	0.106895				0.001686	-0.052692	0.169113				-0.399658	0.002197	-0.799072	0.087507	0.005743	0.046573	1.000000	0.000008	-0.000263	0.000846	12.028868	-61.172723	-19.331132	0.454987	-0.159612	0.876077	0.151474	0.983340	0.100487	-0.877521	0.086983	0.471584
40780		8.651365	0.571110	4.615541	-0.031456	-0.410599	0.000870				0.051519	-0.095080	0.177732				-0.393066	0.006836	-0.806396	0.086487	0.005776	0.046198	0.999999	0.000258	-0.000475	0.000889	11.892930	-61.250787	-19.149302	0.454363	-0.157775	0.876733	0.150307	0.983658	0.099121	-0.878045	0.086742	0.470652
40781		8.723253	0.580841	4.516111	0.078512	-0.406199	0.018721				0.087860	-0.154208	0.181920				-0.402100	0.004639	-0.808594	0.087192	0.005868	0.045231	0.999999	0.000439	-0.000771	0.000910	11.785581	-61.361656	-18.977267	0.453229	-0.155858	0.877662	0.148819	0.984007	0.097893	-0.878883	0.086245	0.469176
40782		8.726388	0.647855	4.397151	0.180186	-0.336743	-0.027055				0.096965	-0.144623	0.176038				-0.401855	0.002197	-0.801514	0.087226	0.006534	0.044038	0.999999	0.000485	-0.000723	0.000880	11.686116	-61.466971	-18.807672	0.452161	-0.153996	0.878542	0.147263	0.984354	0.096751	-0.879696	0.085629	0.467764
40783		8.744623	0.708344	4.297188	0.273339	-0.274827	-0.051246				0.095767	-0.105720	0.180975				-0.401855	-0.002197	-0.803711	0.087417	0.007142	0.043022	0.999999	0.000479	-0.000529	0.000905	11.571854	-61.550251	-18.622855	0.451445	-0.152128	0.879235	0.145709	0.984701	0.095562	-0.880322	0.084972	0.466705
40784		8.602987	0.624063	4.190845	0.282601	-0.331646	-0.232805				0.094585	-0.066827	0.185928				-0.401855	0.000000	-0.801514	0.086010	0.006301	0.041940	0.999999	0.000473	-0.000334	0.000930	11.442516	-61.612694	-18.421113	0.451068	-0.150235	0.879754	0.144131	0.985053	0.094318	-0.880775	0.084256	0.465980
40785		8.710840	0.675440	4.177391	0.341019	-0.286628	-0.138646				0.164761	-0.126972	0.167228				-0.402100	0.006592	-0.803955	0.087076	0.006793	0.041835	0.999999	0.000824	-0.000635	0.000836	11.384906	-61.706059	-18.255909	0.450137	-0.148485	0.880527	0.142031	0.985430	0.093566	-0.881591	0.082945	0.464668
40786		8.814265	0.757848	4.141631	0.416390	-0.213694	-0.055657				0.179017	-0.151179	0.166853				-0.404297	0.004395	-0.799316	0.088105	0.007615	0.041490	0.999999	0.000895	-0.000756	0.000834	11.340003	-61.813488	-18.095436	0.448981	-0.146710	0.881415	0.139796	0.985815	0.092877	-0.882538	0.081518	0.463122
40787		8.882379	0.718939	4.021157	0.530766	-0.261358	-0.053938				0.137515	-0.184430	0.152637				-0.406250	0.000000	-0.794434	0.088781	0.007229	0.040298	0.999999	0.000688	-0.000922	0.000763	11.292537	-61.937406	-17.959868	0.447513	-0.145059	0.882434	0.138004	0.986138	0.092120	-0.883565	0.080555	0.461328
40788		8.958480	0.616906	3.760963	0.760288	-0.383093	-0.114495				0.149637	-0.223333	0.144068				-0.406250	-0.002197	-0.796631	0.089538	0.006205	0.037714	0.999999	0.000748	-0.001117	0.000720	11.268321	-62.082714	-17.842260	0.445678	-0.143454	0.883624	0.136132	0.986457	0.091487	-0.884782	0.079515	0.459171
40789		9.004404	0.566530	3.722575	0.785247	-0.432764	-0.093950				0.215079	-0.227885	0.147643				-0.413086	0.000000	-0.799072	0.089997	0.005692	0.037334	0.999999	0.001075	-0.001139	0.000738	11.278190	-62.230527	-17.721344	0.443807	-0.141819	0.884829	0.133673	0.986828	0.091120	-0.886097	0.077838	0.456918
40790		9.186794	0.648029	3.778864	0.804596	-0.365579	0.102749				0.240616	-0.206681	0.148367				-0.410645	-0.002197	-0.789795	0.091824	0.006503	0.037891	0.999998	0.001203	-0.001033	0.000742	11.296703	-62.366968	-17.593435	0.442112	-0.140191	0.885936	0.130976	0.987214	0.090855	-0.887345	0.075869	0.454821
40791		9.286292	0.549255	3.774895	0.816403	-0.469115	0.182317				0.239129	-0.224388	0.155063				-0.419922	0.000000	-0.796631	0.092816	0.005519	0.037860	0.999998	0.001196	-0.001122	0.000775	11.310406	-62.513770	-17.461626	0.440267	-0.138492	0.887122	0.128271	0.987600	0.090518	-0.888657	0.073940	0.452572
40792		9.470794	0.268104	3.616883	0.977058	-0.774853	0.251833				0.247919	-0.256434	0.158374				-0.412842	-0.004395	-0.794189	0.094659	0.002711	0.036294	0.999998	0.001240	-0.001282	0.000792	11.331763	-62.679324	-17.332553	0.438129	-0.136735	0.888452	0.125465	0.987991	0.090183	-0.890113	0.071958	0.450023
40793		9.686492	0.183562	3.395496	1.230971	-0.894982	0.339892				0.330454	-0.269063	0.162604				-0.417725	0.000000	-0.796631	0.096818	0.001858	0.034088	0.999997	0.001652	-0.001345	0.000813	11.397920	-62.852242	-17.201151	0.435878	-0.134936	0.889833	0.121910	0.988437	0.090172	-0.891711	0.069175	0.447288
40794		9.898105	0.213126	3.256084	1.424955	-0.896388	0.472541				0.380313	-0.228642	0.166059				-0.417236	-0.006592	-0.791748	0.098942	0.002151	0.032678	0.999997	0.001902	-0.001143	0.000830	11.479537	-63.003182	-17.054947	0.433978	-0.133136	0.891032	0.117889	0.988909	0.090342	-0.893177	0.065836	0.444860
40795		10.073351	0.207942	3.177679	1.551011	-0.923815	0.596645				0.400733	-0.128546	0.160923				-0.421875	-0.006592	-0.791748	0.100711	0.002097	0.031846	0.999997	0.002004	-0.000643	0.000805	11.555506	-63.097326	-16.889557	0.432959	-0.131457	0.891776	0.113706	0.989371	0.090639	-0.894213	0.062158	0.443305
40796		10.154632	0.133913	3.065501	1.669283	-1.010637	0.614387				0.441977	-0.020956	0.155078				-0.423828	-0.010986	-0.793945	0.101542	0.001350	0.030669	0.999997	0.002210	-0.000105	0.000775	11.637201	-63.130618	-16.704070	0.432886	-0.129906	0.892039	0.109177	0.989833	0.091166	-0.894813	0.057925	0.442668
40797		10.138709	0.222058	3.080774	1.660139	-0.919256	0.614815				0.510800	0.082680	0.152658				-0.426270	-0.008789	-0.798828	0.101398	0.002219	0.030771	0.999996	0.002554	0.000413	0.000763	11.737004	-63.105717	-16.494514	0.433730	-0.128432	0.891843	0.104035	0.990308	0.092016	-0.895017	0.052872	0.442888
40798		10.028224	0.278553	3.145847	1.570742	-0.848319	0.548409				0.561705	0.169768	0.138974				-0.416992	-0.017578	-0.793701	0.100307	0.002767	0.031381	0.999995	0.002809	0.000849	0.000695	11.861653	-63.030451	-16.280186	0.435332	-0.127137	0.891248	0.098499	0.990761	0.093220	-0.894865	0.047205	0.443833
40799		9.813253	0.322200	3.417839	1.260360	-0.771712	0.478145				0.574659	0.319117	0.130550				-0.419434	-0.010986	-0.798584	0.098185	0.003188	0.034031	0.999994	0.002873	0.001596	0.000653	11.968542	-62.870927	-16.037068	0.438251	-0.125973	0.889982	0.092877	0.991177	0.094562	-0.894042	0.041217	0.446084
40800		9.512508	0.445439	3.804294	0.831176	-0.607847	0.390173				0.610126	0.472087	0.118524				-0.412109	-0.024170	-0.791260	0.095212	0.004395	0.037832	0.999992	0.003051	0.002360	0.000593	12.075193	-62.624181	-15.770672	0.442516	-0.124975	0.888010	0.087000	0.991553	0.096193	-0.892531	0.034689	0.449651
40801		9.273951	0.605295	4.557549	0.115578	-0.412188	0.529472				0.638801	0.573252	0.115028				-0.410156	-0.019775	-0.802979	0.092866	0.005961	0.045329	0.999991	0.003194	0.002866	0.000575	12.179938	-62.320963	-15.482689	0.447661	-0.124002	0.885564	0.080880	0.991894	0.098005	-0.890538	0.027751	0.454062
40802		9.095663	0.923030	5.228112	-0.481175	-0.080991	0.707665				0.632798	0.611964	0.115454				-0.407471	-0.030762	-0.804932	0.091111	0.009118	0.052031	0.999990	0.003164	0.003060	0.000577	12.274886	-61.995958	-15.186935	0.453136	-0.123003	0.882914	0.074826	0.992188	0.099824	-0.888295	0.020831	0.458800
40803		8.856931	1.651322	5.835226	-1.026474	0.655028	0.852163				0.666125	0.502023	0.129113				-0.407471	-0.026367	-0.805176	0.088705	0.016376	0.058184	0.999991	0.003331	0.002510	0.000646	12.401152	-61.734801	-14.903981	0.457622	-0.121798	0.880765	0.068414	0.992460	0.101698	-0.886511	0.013717	0.462504
40804		8.613213	2.430703	6.271029	-1.447767	1.435562	0.923449				0.608700	0.226012	0.137221				-0.405029	-0.035156	-0.802490	0.086186	0.024175	0.062687	0.999994	0.003043	0.001130	0.000686	12.550920	-61.629006	-14.684868	0.459657	-0.120459	0.879889	0.062484	0.992690	0.103260	-0.885896	0.007515	0.463824
40805		8.583131	2.654270	6.018119	-1.230424	1.640332	0.804674				0.421684	-0.074730	0.144137				-0.404785	-0.037354	-0.809326	0.085790	0.026478	0.060269	0.999997	0.002108	-0.000374	0.000721	12.655340	-61.692746	-14.536219	0.459020	-0.119020	0.880417	0.058182	0.992886	0.103890	-0.886519	0.003537	0.462679
40806		8.698186	2.106135	5.185347	-0.497678	1.074191	0.462546				0.303490	-0.243760	0.157344				-0.411621	-0.039551	-0.799805	0.086902	0.021051	0.051991	0.999998	0.001517	-0.001219	0.000787	12.717942	-61.852454	-14.416837	0.456889	-0.117452	0.881736	0.054863	0.993078	0.103855	-0.887830	0.000925	0.460170
40807		8.947018	1.487071	4.616701	0.058858	0.432017	0.355119				0.283316	-0.184175	0.172115				-0.406982	-0.041748	-0.804443	0.089415	0.014882	0.046270	0.999998	0.001417	-0.000921	0.000861	12.738835	-61.980899	-14.263477	0.455284	-0.115742	0.882791	0.051656	0.993278	0.103587	-0.888846	-0.001560	0.458203
40808		9.108642	0.876312	4.307232	0.364218	-0.187755	0.292738				0.251223	0.031679	0.180235				-0.409180	-0.043945	-0.797363	0.091085	0.008791	0.043069	0.999999	0.001256	0.000158	0.000901	12.681361	-61.989569	-14.042240	0.455598	-0.113950	0.882862	0.048696	0.993478	0.103098	-0.888853	-0.003979	0.458176
40809		9.079306	0.300157	4.260651	0.372347	-0.749724	0.186127				0.249676	0.171825	0.204637				-0.406982	-0.039551	-0.804688	0.090827	0.003041	0.042532	0.999998	0.001248	0.000859	0.001023	12.564531	-61.922895	-13.754446	0.457163	-0.111905	0.882315	0.045633	0.993697	0.102387	-0.888212	-0.006544	0.459388
40810		9.076927	-0.163578	4.363610	0.273454	-1.203886	0.184028				0.343269	0.131521	0.237304				-0.406982	-0.041748	-0.804443	0.090800	-0.001603	0.043574	0.999998	0.001716	0.000658	0.001187	12.477402	-61.882466	-13.439638	0.458376	-0.109536	0.881983	0.041593	0.993933	0.101823	-0.887785	-0.009988	0.460151
40811		9.231867	-0.353151	4.406787	0.305435	-1.403797	0.321804				0.445181	-0.004914	0.265780				-0.406738	-0.043945	-0.802002	0.092322	-0.003507	0.044062	0.999997	0.002226	-0.000025	0.001329	12.450125	-61.921891	-13.126792	0.458376	-0.106893	0.882307	0.036520	0.994168	0.101473	-0.888008	-0.014291	0.459606
40812		9.377497	-0.313668	4.254033	0.504051	-1.371997	0.385165				0.511471	-0.123042	0.293740				-0.408691	-0.050781	-0.799561	0.093753	-0.003108	0.042590	0.999995	0.002557	-0.000615	0.001469	12.458371	-62.030684	-12.811071	0.457324	-0.103994	0.883199	0.030726	0.994394	0.101177	-0.888769	-0.019134	0.457955
40813		9.514522	-0.227027	4.019796	0.766783	-1.288314	0.409285				0.540185	-0.108251	0.305236				-0.406738	-0.046143	-0.799561	0.095127	-0.002234	0.040243	0.999995	0.002701	-0.000541	0.001526	12.465587	-62.132910	-12.475531	0.456386	-0.100974	0.884034	0.024614	0.994593	0.100895	-0.889442	-0.024287	0.456403
40814		9.567535	0.047414	3.854053	0.940803	-1.009731	0.409300				0.586752	0.023360	0.295147				-0.408936	-0.046143	-0.802002	0.095679	0.000502	0.038531	0.999995	0.002934	0.000117	0.001476	12.479251	-62.160022	-12.117650	0.456598	-0.098033	0.884255	0.018142	0.994730	0.100913	-0.889488	-0.030034	0.455970
40815		9.517285	0.547461	4.088852	0.727544	-0.511322	0.522028				0.626243	0.211414	0.267170				-0.410889	-0.052979	-0.797119	0.095209	0.005474	0.040805	0.999994	0.003131	0.001057	0.001336	12.500455	-62.078832	-11.743313	0.458455	-0.095303	0.883593	0.011454	0.994785	0.101353	-0.888644	-0.036345	0.457156
